Nachmittag	TIME
einen	O
Mann	PERSON
,	O
der	O
sich	O
dadurch	O
eine	O
schwere	O
Beinverletzung	O
zuzog	O
.	O
Nach	O
den	O
bisherigen	O
Ermittlungen	O
rangierte	O
gegen	O
17.45	TIME
Uhr	TIME
der	O
71-Jährige	AGE
mit	O
seinem	O
„	O
Opel	WEAPON
``	O
rückwärts	O
auf	O
dem	O
Hinterhof	LOCATION
der	LOCATION
Württembergischen	LOCATION
Straße	LOCATION
und	O
hatte	O
dazu	O
die	O
Fahrertür	O
geöffnet	O
.	O
Dabei	O
sei	O
er	O
mit	O
seinem	O
Fuß	O
vom	O
Bremspedal	O
abgerutscht	O
und	O
auf	O
das	O
Gaspedal	O
geraten	O
,	O
sodass	O
das	O
Auto	O
beschleunigte	O
.	O
Mit	O
der	O
geöffneten	O
Tür	O
stieß	O
der	O
„	O
Opel	WEAPON
``	O
dann	O
gegen	O
ein	O
abgestelltes	O
Motorrad	O
und	O
in	O
der	O
weiteren	O
Folge	O
gegen	O
das	O
Motorrad	O
eines	O
38-Jährigen	AGE
,	O
der	O
zu	O
diesem	O
Zeitpunkt	O
auf	O
seinem	O
Zweirad	O
saß	O
.	O
Durch	O
den	O
Zusammenstoß	O
wurde	O
der	O
38-Jährige	AGE
gegen	O
ein	O
hinter	O
ihm	O
stehendes	O
Auto	O
gedrückt	O
und	O
erlitt	O
einen	O
Beinbruch	O
.	O
Die	O
alarmierte	O
Feuerwehr	O
brachte	O
den	O
schwer	O
Verletzten	O
in	O
eine	O
Klinik	O
,	O
nachdem	O
eine	O
52-jährige	AGE
Anwohnerin	PERSON
Erste	O
Hilfe	O
geleistet	O
hatte	O
.	O
Während	O
des	O
Feuerwehreinsatzes	O
war	O
die	O
Württembergische	LOCATION
Straße	LOCATION
zwischen	LOCATION
Darmstädter	LOCATION
-	LOCATION
und	LOCATION
Pariser	LOCATION
Straße	LOCATION
für	O
etwa	O
20	TIME
Minuten	TIME
gesperrt	O
.	O
In	O
Zehlendorf	LOCATION
erlitt	O
gestern	O
Abend	O
eine	O
Radlerin	PERSON
schwere	O
Verletzungen	CRIME
,	O
nachdem	O
sie	O
gegen	O
eine	O
Autotür	O
stieß	O
.	O
Nach	O
derzeitigen	O
Erkenntnissen	O
fuhr	O
die	O
46-Jährige	AGE
gegen	O
18.50	TIME
Uhr	TIME
mit	O
ihrem	O
Fahrrad	WEAPON
die	O
Fischerhüttenstraße	LOCATION
vom	O
Sven-Hedin-Platz	LOCATION
kommend	O
in	O
Richtung	O
Argentinische	LOCATION
Allee	LOCATION
entlang	O
,	O
als	O
eine	O
48	AGE
Jahre	AGE
alte	O
Fahrerin	PERSON
eines	O
kurz	O
zuvor	O
eingeparkten	O
„	O
Smart	O
``	O
plötzlich	O
die	O
Fahrertür	O
öffnete	O
.	O
Die	O
Radfahrerin	O
stieß	O
gegen	O
die	O
Autotür	O
,	O
fiel	O
zu	O
Boden	O
und	O
verletzte	O
sich	O
dabei	O
am	O
Kopf	O
.	O
Herbeigerufene	O
Rettungskräfte	O
brachten	O
sie	O
zur	O
stationären	O
Behandlung	O
in	O
ein	O
Krankenhaus	O
.	O
In	O
der	O
vergangenen	TIME
Nacht	TIME
wurden	O
insgesamt	O
drei	O
Autos	O
in	O
Mariendorf	LOCATION
durch	O
ein	O
Feuer	CRIME
beschädigt	O
.	O
Kurz	O
vor	TIME
1	TIME
Uhr	TIME
wurde	O
ein	O
20-jähriger	AGE
Anwohner	PERSON
durch	O
einen	O
lauten	O
Knall	O
auf	O
ein	O
brennendes	CRIME
Auto	CRIME
im	O
Dardanellenweg	LOCATION
aufmerksam	O
und	O
alarmierte	O
Feuerwehr	O
und	O
Polizei	O
.	O
Trotz	O
sofortiger	O
Löscharbeiten	O
brannte	O
der	O
Innenraum	O
des	O
„	O
Mercedes	O
Benz	O
``	O
älteren	O
Baujahrs	O
vollständig	O
aus	O
.	O
Zwei	O
daneben	O
parkende	O
„	O
VW	O
``	O
wurden	O
durch	O
das	O
Feuer	O
leicht	O
beschädigt	O
.	O
Für	O
die	O
Dauer	O
der	O
Löscharbeiten	O
war	O
der	O
Dardanellenweg	O
zwischen	O
Skutari	LOCATION
-	LOCATION
und	LOCATION
Rixdorfer	LOCATION
Straße	LOCATION
gesperrt	O
.	O
Ermittlungen	O
ergaben	O
,	O
dass	O
das	O
ausgebrannte	O
Auto	O
im	O
vergangenen	TIME
Jahr	TIME
gestohlen	CRIME
worden	O
war	O
.	O
Derzeit	O
wird	O
von	O
einer	O
vorsätzlichen	CRIME
Brandlegung	CRIME
ausgegangen	O
.	O
Die	O
Ermittlungen	O
dazu	O
übernimmt	O
ein	O
Brandkommissariat	O
des	O
Landeskriminalamtes	O
Berlin	O
.	O
Gemeinsame	O
Pressemeldung	O
Polizei	O
Berlin	O
und	O
Staatsanwaltschaft	O
Berlin	O
In	O
einem	O
umfangreichen	O
Ermittlungskomplex	O
der	O
Staatsanwaltschaft	O
Berlin	O
wegen	O
gewerbsmäßigen	CRIME
Bandenbetrugs	CRIME
durch	O
den	O
Verkauf	O
von	O
„	O
Schrottimmobilien	WEAPON
``	O
im	O
Rahmen	O
so	O
genannter	O
„	O
Steuersparmodelle	O
``	O
haben	O
die	O
Ermittler	O
von	O
Polizei	O
und	O
Staatsanwaltschaft	O
Berlin	O
heute	O
sechs	O
Haftbefehle	O
sowie	O
35	O
Durchsuchungsbeschlüsse	O
an	O
26	O
Durchsuchungsorten	O
erfolgreich	O
vollstreckt	O
.	O
An	O
dem	O
Einsatz	O
waren	O
122	O
Polizeibeamte	O
und	O
drei	O
Staatsanwälte	O
beteiligt	O
.	O
Den	O
Beschuldigten	O
wird	O
gewerbsmäßiger	CRIME
und	O
bandenmäßiger	CRIME
Betrug	CRIME
in	O
21	O
Fällen	O
zum	O
Nachteil	O
der	O
Käufer	O
überteuerter	O
„	O
Schrottimmobilien	WEAPON
``	O
zur	O
Last	O
gelegt	O
.	O
Die	O
gut	O
organisierten	O
und	O
arbeitsteilig	O
handelnden	O
Beschuldigten	PERSON
haben	O
den	O
ersten	O
Ermittlungen	O
zufolge	O
den	O
wirtschaftlich	O
unerfahrenen	O
Käufern	O
im	O
Zeitraum	TIME
zwischen	TIME
2008	TIME
und	TIME
2012	TIME
betrügerisch	O
vorgespiegelt	O
,	O
dass	O
der	O
Erwerb	O
der	O
Eigentumswohnungen	O
wegen	O
der	O
zu	O
erzielenden	O
Steuerersparnis	O
und	O
wegen	O
der	O
zu	O
erwartenden	O
Mieteinnahmen	O
für	O
sie	O
wirtschaftlich	O
von	O
Vorteil	O
sein	O
würde	O
.	O
Den	O
Käufern	O
hatten	O
sie	O
dabei	O
vor	O
Abschluss	O
der	O
Kaufverträge	O
bewusst	O
wahrheitswidrige	O
Angaben	O
zu	O
den	O
Wohnungen	O
gemacht	O
.	O
Tatsächlich	O
waren	O
die	O
Kaufpreise	O
für	O
die	O
Wohnungen	O
teilweise	O
um	O
das	O
2,5-fache	O
des	O
eigentlichen	O
Wertes	O
überhöht	O
.	O
Die	O
Beschuldigten	O
sollen	O
durch	O
die	O
Taten	O
einen	O
Gesamtschaden	O
von	O
mindestens	O
1,8	O
Millionen	O
Euro	O
verursacht	O
haben	O
.	O
Die	O
auf	O
den	O
Vertragsabschluss	O
folgende	O
finanzielle	O
monatliche	O
Belastung	O
führte	O
zahlreiche	O
Käufer	O
bis	O
an	O
den	O
Rand	O
des	O
wirtschaftlichen	O
Ruins	O
.	O
Die	O
Ermittlungen	O
dauern	O
an	O
.	O
Mit	O
Bildern	O
aus	O
einer	O
Überwachungskamera	O
sucht	O
die	O
Polizei	O
nach	O
zwei	PERSON
noch	O
unbekannten	PERSON
Tatverdächtigen	PERSON
.	O
Am	TIME
24	TIME
.	TIME
November	TIME
2013	TIME
war	O
es	O
gegen	O
3.15	TIME
Uhr	TIME
auf	O
dem	O
U-Bahnhof	LOCATION
Kurfürstendamm	LOCATION
zu	O
einer	O
gefährlichen	CRIME
Körperverletzung	CRIME
gekommen	O
.	O
Nach	O
einer	O
verbalen	O
Auseinandersetzung	O
zwischen	O
den	O
Unbekannten	PERSON
und	O
vier	PERSON
Personen	PERSON
,	O
zwei	PERSON
Frauen	PERSON
und	O
zwei	PERSON
Männer	PERSON
,	O
haben	O
die	O
Täter	O
zunächst	O
die	O
Frauen	PERSON
beleidigt	CRIME
und	O
dann	O
deren	O
Begleiter	PERSON
tätlich	CRIME
angegriffen	CRIME
.	O
Dabei	O
trat	O
und	O
schlug	CRIME
einer	O
der	O
Täter	O
einem	O
Mann	PERSON
,	O
der	O
bereits	O
am	O
Boden	O
lag	O
,	O
mehrfach	O
mit	O
dem	O
Fuß	WEAPON
und	O
der	O
Faust	WEAPON
gegen	O
den	O
Kopf	O
.	O
Er	O
erlitt	O
Platzwunden	O
und	O
Prellungen	O
.	O
Tat	O
und	O
Täter	O
wurden	O
durch	O
BVG-Überwachungskameras	O
aufgezeichnet	O
.	O
Gleich	O
drei	CRIME
Tote	CRIME
fanden	O
alarmierte	O
Polizeibeamte	O
gestern	O
Abend	O
nach	O
einem	O
mutmaßlichen	O
Familiendrama	O
,	O
das	O
sich	O
in	O
Friedrichsfelde	LOCATION
zugetragen	O
hatte	O
.	O
Eine	O
Angehörige	PERSON
hatte	O
gegen	O
20.15	TIME
Uhr	TIME
die	O
Wohnung	O
in	O
dem	O
Mehrgeschosser	O
in	O
der	O
Einbecker	LOCATION
Straße	LOCATION
aufgesucht	O
,	O
nachdem	O
sie	O
in	O
den	O
letzten	TIME
Tagen	TIME
mehrfach	O
versucht	O
hatte	O
,	O
die	O
41-jährige	AGE
Wohnungsmieterin	PERSON
und	O
deren	O
zehnjährigen	PERSON
Sohn	PERSON
telefonisch	O
zu	O
erreichen	O
.	O
Als	O
sie	O
die	O
Wohnung	O
öffnete	O
,	O
entdeckte	O
sie	O
die	O
beiden	O
,	O
die	O
offensichtlich	O
schon	O
mehrere	O
Tage	O
tot	O
waren	O
.	O
Wenige	TIME
Augenblicke	TIME
später	O
sprang	O
der	O
mutmaßliche	PERSON
Täter	PERSON
,	O
bei	O
dem	O
es	O
sich	O
um	O
den	O
46-jährigen	AGE
Lebensgefährten	PERSON
der	O
Mieterin	O
handelt	O
,	O
in	O
suizidaler	CRIME
Absicht	CRIME
von	O
einem	O
Balkon	O
der	O
oberen	O
Stockwerke	O
des	O
Hauses	O
.	O
Er	O
erlag	O
noch	O
am	O
Ort	O
seinen	O
erlittenen	O
Verletzungen	O
.	O
Derzeitige	O
Erkenntnisse	O
lassen	O
darauf	O
schließen	O
,	O
dass	O
der	O
Mann	PERSON
seine	O
Partnerin	PERSON
durch	O
stumpfe	CRIME
Gewalt	CRIME
gegen	O
den	O
Kopf	O
und	O
den	O
Jungen	PERSON
durch	O
Gewalt	CRIME
gegen	O
den	O
Hals	O
tötete	O
.	O
Die	O
Ermittler	O
der	O
7	O
.	O
Mordkommission	O
entdeckten	O
einen	O
so	O
genannten	O
„	O
Abschiedsbrief	O
``	O
des	O
Mannes	O
in	O
der	O
gemeinsam	O
genutzten	O
Wohnung	O
.	O
Die	O
genauen	O
Hintergründe	O
sind	O
Gegenstand	O
der	O
weiteren	O
Ermittlungen	O
.	O
Unbekannte	O
legten	O
in	O
der	O
vergangenen	TIME
Nacht	TIME
im	O
Eingangsbereich	LOCATION
einer	O
Textildiscounter-Filiale	LOCATION
in	O
der	O
Langhansstraße	LOCATION
in	LOCATION
Weißensee	LOCATION
ein	O
Feuer	CRIME
.	O
Gegen	O
0.30	TIME
Uhr	TIME
bemerkte	O
ein	O
Passant	O
die	O
Flammen	O
und	O
alarmierte	O
die	O
Feuerwehr	O
.	O
Die	O
Täter	O
hatten	O
einen	O
Eimer	WEAPON
mit	WEAPON
brennendem	WEAPON
Inhalt	WEAPON
an	O
die	O
Regenrinne	O
des	O
Vordaches	O
gehängt	O
.	O
Die	O
Rettungskräfte	O
konnten	O
ein	O
Übergreifen	O
der	O
Flammen	O
auf	O
das	O
Gebäude	O
verhindern	O
.	O
Der	O
Polizeiliche	O
Staatsschutz	O
beim	O
Landeskriminalamt	O
hat	O
die	O
Ermittlungen	O
aufgenommen	O
.	O
Zu	O
zwei	O
Überfällen	CRIME
auf	O
Spätkaufläden	LOCATION
kam	O
es	O
gestern	TIME
Abend	TIME
und	O
in	O
der	O
vergangenen	TIME
Nacht	TIME
in	O
Neukölln	LOCATION
.	O
1086	O
Gegen	O
22.20	TIME
Uhr	TIME
konnte	O
ein	O
Verkäufer	PERSON
einen	O
Tatverdächtigen	O
in	O
die	O
Flucht	O
schlagen	O
,	O
nachdem	O
dieser	O
seinen	O
Laden	O
in	O
der	O
Sonnenallee	LOCATION
betreten	O
und	O
ihn	O
mit	O
einer	O
Pistole	WEAPON
bedroht	O
hatte	O
.	O
Dazu	O
warf	O
der	O
64-Jahrige	AGE
mit	O
einer	O
Dose	O
nach	O
dem	O
Räuber	PERSON
,	O
der	O
daraufhin	O
mit	O
seinem	PERSON
Komplizen	PERSON
,	O
der	O
vor	O
dem	O
Geschäft	LOCATION
wartete	O
,	O
flüchtete	O
.	O
1087	O
Eine	O
weitere	O
Tat	O
geschah	O
knapp	O
zwei	TIME
Stunden	TIME
später	TIME
ebenfalls	O
in	O
der	O
Sonnenallee	LOCATION
.	O
Hier	O
begab	O
sich	O
der	O
mit	O
einem	O
Messer	WEAPON
bewaffnete	O
Täter	PERSON
hinter	O
den	O
Verkaufstresen	O
zu	O
dem	O
39-jährigen	AGE
Mitarbeiter	PERSON
des	O
Spätkaufs	LOCATION
.	O
Dieser	O
drängte	O
den	O
Täter	PERSON
jedoch	O
zur	O
Seite	O
.	O
Dabei	O
fiel	O
ihm	O
das	O
Messer	WEAPON
aus	O
der	O
Hand	O
.	O
Der	O
15-Jährige	AGE
konnte	O
bis	O
zum	O
Eintreffen	O
der	O
Polizei	O
festgehalten	O
werden	O
.	O
Er	O
wurde	O
der	O
Kriminalpolizei	O
der	O
Polizeidirektion	O
5	O
überstellt	O
.	O
Ob	O
der	O
Festgenommene	O
auch	O
an	O
der	O
ersten	O
Tat	O
beteiligt	O
war	O
,	O
ist	O
Gegenstand	O
der	O
laufenden	O
Ermittlungen	O
.	O
Gestern	TIME
Abend	TIME
überfiel	O
ein	O
Unbekannter	PERSON
ein	O
Lebensmittelgeschäft	O
in	O
Köpenick	LOCATION
.	O
Gegen	O
19.45	TIME
betrat	O
er	O
den	O
Laden	O
in	O
der	O
Seelenbinderstraße	LOCATION
,	O
bedrohte	O
die	O
26-jährige	AGE
Kassiererin	PERSON
mit	O
einem	O
Messer	WEAPON
und	O
forderte	CRIME
Geld	CRIME
.	O
Die	O
Bedrohte	O
gab	O
das	O
Geld	O
heraus	O
und	O
der	O
Täter	PERSON
flüchtete	O
mit	O
seiner	O
Beute	O
in	O
unbekannte	O
Richtung	O
.	O
Die	O
Kassiererin	PERSON
blieb	O
unverletzt	O
.	O
Ein	O
Raubkommissariat	O
der	O
Polizeidirektion	O
6	O
hat	O
die	O
Ermittlungen	O
übernommen	O
.	O
In	O
der	O
vergangenen	TIME
Nacht	TIME
zerstörten	O
Unbekannte	PERSON
mehrere	O
Scheiben	O
eines	O
Jobcenters	O
in	O
Wedding	LOCATION
.	O
Gegen	O
2.15	TIME
Uhr	TIME
bemerkten	O
Polizisten	O
die	O
Beschädigungen	CRIME
am	O
Eingang	O
des	O
Gebäudes	O
in	O
der	O
Müllerstraße	LOCATION
.	O
Zudem	O
war	O
die	O
Fassade	O
mit	O
blauer	O
und	O
grüner	O
Farbe	O
beschmiert	O
.	O
Der	O
polizeiliche	O
Staatsschutz	O
hat	O
die	O
Ermittlungen	O
übernommen	O
.	O
Gestern	TIME
Abend	TIME
nahmen	O
Polizisten	O
in	O
Kreuzberg	LOCATION
einen	O
Mann	PERSON
fest	O
,	O
der	O
im	O
Verdacht	O
steht	O
,	O
gemeinsam	O
mit	O
einem	O
Komplizen	PERSON
in	O
ein	O
Wohnmobil	O
eingebrochen	CRIME
zu	O
sein	O
.	O
Gegen	O
21.50	TIME
Uhr	TIME
hatte	O
die	O
Alarmanlage	O
des	O
am	O
Heckmannufer	LOCATION
abgestellten	O
Wohnmobils	O
ausgelöst	O
.	O
Ein	O
64-jähriger	AGE
Anwohner	PERSON
begab	O
sich	O
daraufhin	O
zum	O
Fahrzeug	O
,	O
bemerkte	O
darin	O
zwei	PERSON
Männer	PERSON
und	O
sprühte	O
Pfefferspray	WEAPON
in	O
den	O
Innenraum	O
.	O
Während	O
ein	O
29-Jähriger	AGE
von	O
dem	O
Zeugen	O
überwältigt	O
und	O
von	O
Polizisten	O
des	O
Abschnitts	O
53	O
festgenommen	O
wurde	O
,	O
konnte	O
der	O
Komplize	PERSON
entkommen	O
.	O
Der	O
Festgenommene	O
wurde	O
für	O
ein	O
Fachkommissariat	O
der	O
Polizeidirektion	O
5	O
eingeliefert	O
.	O
Ein	O
Rollerfahrer	PERSON
wurde	O
gestern	TIME
Nachmittag	TIME
in	O
Charlottenburg	LOCATION
bei	O
einem	O
Unfall	CRIME
mit	O
einem	O
Rettungswagen	O
schwer	O
verletzt	O
.	O
Nach	O
den	O
bisherigen	O
Erkenntnissen	O
befuhr	O
der	O
Rettungswagen	O
mit	O
Blaulicht	O
gegen	O
14.40	TIME
Uhr	TIME
die	O
Kantstraße	LOCATION
in	O
östliche	O
Richtung	O
.	O
An	O
der	O
Einmündung	O
zur	O
Holtzendorffstraße	LOCATION
musste	O
die	O
35-jährige	AGE
Fahrerin	PERSON
verkehrsbedingt	O
halten	O
.	O
Der	O
19-jährige	AGE
Rollerfahrer	PERSON
bewegte	O
sich	O
zu	O
diesem	O
Zeitpunkt	O
dahinter	O
.	O
Er	O
bemerkte	O
zu	O
spät	O
,	O
dass	O
der	O
Einsatzwagen	O
halten	O
musste	O
,	O
fuhr	O
auf	O
ihn	O
auf	O
und	O
schlug	O
in	O
die	O
Heckscheibe	O
des	O
Fahrzeugs	O
ein	O
.	O
Er	O
kam	O
mit	O
Gesichtsverletzungen	O
in	O
ein	O
Krankenhaus	O
und	O
verblieb	O
dort	O
stationär	O
.	O
Die	O
Fahrerin	PERSON
des	O
Rettungswagens	O
klagte	O
über	O
Unwohlsein	O
und	O
kam	O
ebenfalls	O
in	O
eine	O
Klinik	O
.	O
Die	O
Kantstraße	LOCATION
war	O
wegen	O
des	O
Unfalls	CRIME
zwischen	O
Suarezstraße	LOCATION
und	O
Holtzendorffstraße	LOCATION
in	O
östlicher	O
Richtung	O
bis	O
16.55	TIME
Uhr	TIME
für	O
den	O
Fahrzeugverkehr	O
gesperrt	O
.	O
Unbekannte	O
haben	O
heute	TIME
früh	TIME
mehrere	O
Brandsätze	WEAPON
auf	O
das	O
Gelände	LOCATION
des	LOCATION
Polizeiabschnitts	LOCATION
54	LOCATION
geworfen	CRIME
.	O
Verletzt	O
wurde	O
dabei	O
glücklicherweise	O
niemand	O
.	O
Ein	O
Beamter	O
des	O
Abschnitts	O
in	O
der	O
Sonnenallee	LOCATION
bemerkte	O
gegen	O
6.20	TIME
Uhr	TIME
einen	O
Feuerschein	WEAPON
.	O
Er	O
rannte	O
sofort	O
auf	O
den	O
Hof	O
und	O
löschte	O
den	O
Brandsatz	WEAPON
mit	O
einem	O
Handfeuerlöscher	O
.	O
Dadurch	O
wurde	O
das	O
Übergreifen	O
des	O
Feuers	CRIME
auf	O
einen	O
Polizeiwagen	O
verhindert	O
.	O
Bei	O
der	O
Absuche	O
des	O
Parkplatzes	O
fanden	O
Polizisten	O
Überreste	O
von	O
vermutlich	O
zwei	O
weiteren	O
Brandsätzen	WEAPON
.	O
Da	O
eine	O
politische	CRIME
Tatmotivation	CRIME
vorliegen	O
könnte	O
,	O
hat	O
der	O
Polizeiliche	O
Staatsschutz	O
beim	O
Landeskriminalamt	O
die	O
Ermittlungen	O
übernommen	O
.	O
Sachdienliche	O
Hinweise	O
oder	O
Beobachtungen	O
,	O
die	O
mit	O
der	O
Tat	O
in	O
Zusammenhang	O
stehen	O
könnten	O
,	O
werden	O
wochentags	O
in	O
der	O
Zeit	O
von	O
8	TIME
--	TIME
15	TIME
Uhr	TIME
unter	O
der	O
Rufnummer	O
-LRB-	O
030	O
-RRB-	O
4664	O
-	O
952	O
110	O
und	O
außerhalb	O
dieser	O
Zeiten	O
unter	O
der	O
Rufnummer	O
-LRB-	O
030	O
-RRB-	O
4664	O
-	O
950	O
130	O
entgegengenommen	O
.	O
Mit	O
einem	O
modernisierten	O
Erscheinungsbild	O
und	O
vergrößertem	O
Service	O
präsentiert	O
sich	O
die	O
Polizei	O
Berlin	O
ab	O
heute	O
im	O
Internet	O
.	O
Im	O
Verlauf	O
des	O
Tages	O
werden	O
nach	O
und	O
nach	O
die	O
vollständig	O
überarbeitete	O
Homepage	O
,	O
die	O
neu	O
gestaltete	O
Internetwache	O
sowie	O
der	O
erstmalige	O
Facebook-Auftritt	O
zur	O
Nutzung	O
freigeschaltet	O
.	O
Der	O
erste	O
Schritt	O
dieses	O
erweiterten	O
Online-Dienstleistungsangebots	O
wurde	O
bereits	O
Ende	TIME
März	TIME
mit	O
der	O
Eröffnung	O
der	O
Twitter-Kanäle	O
getan	O
.	O
Die	O
Polizei	O
Berlin	O
bietet	O
nun	O
auf	O
ihrer	O
neuen	O
Homepage	O
ihre	O
umfangreichen	O
Informationen	O
und	O
Angebote	O
für	O
den	O
Bürger	O
in	O
einem	O
frischen	O
,	O
modernen	O
Erscheinungsbild	O
an	O
,	O
das	O
auch	O
auf	O
Mobilgeräten	O
zu	O
einer	O
besseren	O
Darstellbarkeit	O
führt	O
.	O
Die	O
Neuerungen	O
wurden	O
an	O
die	O
aktualisierte	O
Technik	O
und	O
das	O
neue	O
Layout	O
des	O
Landes	O
Berlin	O
angepasst	O
.	O
Die	O
Internetwache	O
der	O
Polizei	O
Berlin	O
wurde	O
vollständig	O
überarbeitet	O
.	O
Die	O
Anzeigenerstattung	O
erfolgt	O
künftig	O
auf	O
einer	O
modernen	O
Weboberfläche	O
,	O
die	O
durch	O
umfangreiche	O
Funktionen	O
bei	O
der	O
Dateneingabe	O
unterstützt	O
wird	O
.	O
Durch	O
die	O
Einführung	O
delikts	O
-	O
bzw	O
.	O
themenabhängiger	O
Erfassungsmasken	O
werden	O
sich	O
die	O
Angaben	O
der	O
Anzeigenden	O
besser	O
zuordnen	O
lassen	O
,	O
was	O
auch	O
die	O
Übermittlung	O
an	O
die	O
zuständige	O
Dienststelle	O
beschleunigt	O
.	O
Eine	O
wesentliche	O
Neuerung	O
stellt	O
das	O
automatisierte	O
Anlegen	O
von	O
Vorgängen	O
dar	O
.	O
Für	O
die	O
Anzeigenden	O
bedeutet	O
dies	O
,	O
dass	O
sie	O
künftig	O
anstelle	O
der	O
bisherigen	O
Referenznummer	O
sofort	O
eine	O
endgültige	O
Vorgangsnummer	O
erhalten	O
,	O
anhand	O
derer	O
sie	O
im	O
Onlineverfahren	O
Nachträge	O
übersenden	O
sowie	O
die	O
Erreichbarkeit	O
der	O
bearbeitenden	O
Dienststelle	O
abfragen	O
können	O
.	O
Eine	O
Erweiterung	O
des	O
Angebots	O
in	O
den	O
Sozialen	O
Medien	O
stellt	O
